Sentence,Entities,Document_ID,Entity_Texts,matched_entities
"Interest rates on new credit card offers to borrowers with prime credit scores continued to trend down, on net, through December.","(('Interest Rates',0.66),('Expectation',0.33))",fomcminutes20210317.pdf,"['Interest Rates', 'Expectation']","['Interest Rates', 'Federal Funds Rate', 'Federal Funds Target', 'Overnight Rate', 'Credit']"
Financing conditions in the residential mortgage market tightened somewhat over the intermeeting period but re- mained accommodative for stronger borrowers.,"(('Credit',-0.33),('Economy',-0.33),('Expectation',-0.1))",fomcminutes20210317.pdf,"['Credit', 'Economy', 'Expectation']","['Mortgage', 'Mortgage-Backed Securities', 'Money Market', 'Debt', 'Financial Stability']"
"And when I say something—I, I use the term “unexpected” weakening of the labor market.","(('Labor Market', -0.33),)",FOMCpresconf20240320.pdf,['Labor Market'],"['Labor Market', 'Uncertain', 'Unemployment', 'Transitory', 'HIRE']"
We’re very transparent.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],[]
"o Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons.","(('', ''),)",ARP_07.2023.pdf,[''],"['Reinvestment', 'Market Liquidity']"
"Yields for corporate bonds declined, while borrowing costs for leveraged loans remained at an ele- vated level.","(('Financial Markets', 0.0), ('Interest Rates', -0.21), ('Economy', -0.12), ('Yields', -0.25))",fomcminutes20221214.pdf,"['Financial Markets', 'Interest Rates', 'Economy', 'Yields']","['Debt', 'Bond Market']"
"Market-based measures of inflation compensation at the 5- and 10-year horizons had continued to move up over the intermeet- ing period, while survey-based measures of inflation ex-","(('Inflation',0.66))",fomcminutes20210317.pdf,[],"['Inflation', 'Price Stability', 'Transitory', 'Monetary Policy']"
I will have more to say about monetary policy after briefly reviewing economic developments.,"(('Monetary Policy', 0.839),)",FOMCpresconf20240320.pdf,['Monetary Policy'],"['Monetary Policy', 'domestic policy directive', 'Federal Reserve', 'Powell', 'Fiscal Policy']"
"(('Economy', -0.881),('Dual Mandate', 0))","(('Employment', 0.084),('Dual Mandate', 0))",FOMCpresconf20240320.pdf,"['Employment', 'Dual Mandate']",['Dual Mandate']
rates that were at or below zero in some cases.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],['Overnight Rate']
Disorderly condi- tions in Treasury markets or a persistent rise in yields that could jeopardize progress toward the Committee’s goals were seen as cause for concern.,"(('Yields',-0.33),('Risk', -0.66))",fomcminutes20210317.pdf,"['Yields', 'Risk']","['Treasury Securities', 'Yields']"
"A couple of other par- ticipants, however, commented that excess savings, par- ticularly among low-income households, appeared to be lower and declining more rapidly than previously thought or that the savings, the majority of which ap- peared to be held by higher-income households, might continue to be largely unspent.","(('Expectation', -0.4), ('Economy', -0.4), ('Growth', -0.3))",fomcminutes20221214.pdf,"['Expectation', 'Economy', 'Growth']",[]
"2022 Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on May 4, 2022:","(('Federal Reserve', 0.0), ('Monetary Policy', 0.0), ('Federal Open Market Committee (FOMC)', 0.0))",monetary20220504a1.pdf,"['Federal Reserve', 'Monetary Policy', 'Federal Open Market Committee (FOMC)']","['Powell', 'domestic policy directive', 'Federal Reserve', 'Monetary Policy', 'Chair']"
The Com- mittee is strongly committed to returning infla- tion to its 2 percent objective.,"(('inflation', 0), ('Federal Reserve', 0.858),)",fomcminutes20221214.pdf,"['inflation', 'Federal Reserve']",[]
"Page 24 of 24 when you testified before the Senate a couple weeks ago, you told lawmakers that you are “not far from receiving the confidence needed on inflation to begin cutting rates.”","(('Inflation', -0.59), ('Congress', 0.558))",FOMCpresconf20240320.pdf,"['Inflation', 'Congress']",[]
"Participants observed that labor market conditions had improved recently, as payroll employment registered strong gains in February and the unemployment rate fell to 6.2 percent.","(('Employment',0.99),('Unemployment',0.99),('Labor Market',0.66))",fomcminutes20210317.pdf,"['Employment', 'Unemployment', 'Labor Market']","['Labor Market', 'HIRE', 'Employment', 'Unemployment', 'Average Hourly Earnings']"
"However, flows into dedicated EME equity funds remained strong.","(('Equity Price',0.99),('Countries',0),('Expectation',0.33))",fomcminutes20210317.pdf,"['Equity Price', 'Countries', 'Expectation']",['Asset Runoff']
Risks to the economic outlook remain.,"(('Economy', 0.057), ('Risk', 0.057),)",monetary20211103a1.pdf,"['Economy', 'Risk']","['Risk', 'Economic outlook', 'Uncertain', 'Expectation', 'Financial Stability']"
ery.,,fomcminutes20210317.pdf,[],[]
"As part of its policy decision, the Federal Open Market Committee voted to authorize and direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: “Effective April 30, 2020, the Federal Open Market Committee directs the Desk to: o Undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent.","(('Federal Reserve', 0.0), ('Interest Rates', 0.0), ('Monetary Policy', 0.0), ('Federal Open Market Committee (FOMC)', 0.0), ('Federal Funds Rate', 0.0))",ARP_04.2020.pdf,"['Federal Reserve', 'Interest Rates', 'Monetary Policy', 'Federal Open Market Committee (FOMC)', 'Federal Funds Rate']","['Federal Open Market Committee(FOMC)', 'Federal Funds Target', 'Federal Funds Rate', 'SOMA', 'Board']"
"In addition, members agreed that the ongoing public health crisis continued to weigh on economic activity, employment, and inflation and was posing considerable risks to the economic outlook.","(('Pandemic',0),('Risk',-0.8),('Economy',-0.8),('Employment',-0.8),('Inflation',-0.8))",fomcminutes20210317.pdf,"['Pandemic', 'Risk', 'Economy', 'Employment', 'Inflation']",['Pandemic']
"Participants cited the possibility that price pres- sures could prove to be more persistent than anticipated, due to, for example, the labor market staying tight for longer than anticipated.","(('Inflation', -0.7), ('Labor Market', 0.2), ('Expectation', -0.6), ('Risk', -0.7))",fomcminutes20221214.pdf,"['Inflation', 'Labor Market', 'Expectation', 'Risk']","['Uncertain', 'Expectation']"
"The meeting adjourned at 10:35 a.m. on December 14, 2022.","(('', ''),)",fomcminutes20221214.pdf,[''],[]
"Jon Faust, Senior Special Adviser to the Chair, Division of Board Members, Board Glenn Follette, Associate Director, Division of Research and Statistics, Board Joshua Gallin, Senior Special Adviser to the Chair, Division of Board Members, Board Jonathan E. Goldberg, Principal Economist, Division of Monetary Affairs, Board Erik A. Heitfield, Deputy Associate Director, Division of Research and Statistics, Board Valerie S. Hinojosa, Section Chief, Division of Monetary Affairs, Board Jane E. Ihrig, Special Adviser to the Board, Division of Board Members, Board Benjamin K. Johannsen, Section Chief, Division of Monetary Affairs, Board Michael T. Kiley, Deputy Director, Division of Financial Stability, Board Don H. Kim, Senior Adviser, Division of Monetary Affairs, Board Elizabeth K. Kiser, Associate Director, Division of Research and Statistics, Board Sylvain Leduc, Executive Vice President, Federal Reserve Bank of San Francisco Andreas Lehnert, Director, Division of Financial Stability, Board Paul Lengermann, Assistant Director, Division of Research and Statistics, Board Eric LeSueur,2 Policy and Market Monitoring Advisor, Federal Reserve Bank of New York Kurt F. Lewis, Special Adviser to the Board, Division of Board Members, Board Laura Lipscomb, Special Adviser to the Board, Division of Board Members, Board David López-Salido, Senior Associate Director, Division of Monetary Affairs, Board Jonathan P. McCarthy, Economic Research Advisor, Federal Reserve Bank of New York 3","(('', ''),)",fomcminutes20221214.pdf,[''],"['Powell', 'Board', 'Federal Reserve', 'Chair', 'SOMA']"
"Participants observed that the growth of economic ac- tivity had slowed significantly in 2022 from the previous year’s robust pace, partly in response to the Committee’s policy actions.","(('Economy', -0.6), ('Monetary Policy', -0.3), ('Federal Open Market Committee(FOMC)', -0.2))",fomcminutes20221214.pdf,"['Economy', 'Monetary Policy', 'Federal Open Market Committee(FOMC)']",[]
The Committee judges that the risks to achieving its employment and inflation goals continue to move into better balance.,"(('Federal Reserve', 0.627), ('Inflation', -0.891), ('Employment', -0.481),)",monetary20240731a1.pdf,"['Federal Reserve', 'Inflation', 'Employment']","['maximum employment', 'Balance', 'Dual Mandate']"
"They noted that following a moderation in the pace of the re- covery, indicators of economic activity and employment had turned up recently, although the sectors most ad- versely affected by the pandemic remained weak.","(('GDP',0.33),('Employment',0.33),('Cyclically Sensitive Sectors',-0.33),('Pandemic',0))",fomcminutes20210317.pdf,"['GDP', 'Employment', 'Cyclically Sensitive Sectors', 'Pandemic']","['Pandemic', 'Cyclically Sensitive Sectors']"
Equity markets moved higher.,"(('Economy', 0.40), ('Equity Markets', 0.20))",fomcminutes20221214.pdf,"['Economy', 'Equity Markets']","['Equity Markets', 'Financial Markets', 'Market Liquidity', 'Equity Price']"
"Consistent with the Committee’s decision to leave the target range for the federal funds rate unchanged, the Board of Governors voted unanimously to leave the in- terest rates on required and excess reserve balances at 0.10 percent.","(('Federal Reserve', 0.813), ('Interest Rates', 0.625),('Balance', 0))",fomcminutes20210317.pdf,"['Federal Reserve', 'Interest Rates', 'Balance']","['Federal Funds Target', 'Federal Funds Rate', 'Board', 'Federal Open Market Committee(FOMC)', 'Interest on Excess Reserves (IOER)']"
"In support of these goals, the Committee decided to raise the target range for the federal funds rate to 5-1/4 to 5-1/2 percent.","(('Federal Reserve', 0.263), ('Interest Rates', 0.503),)",ARP_07.2023.pdf,"['Federal Reserve', 'Interest Rates']","['Federal Funds Target', 'Federal Open Market Committee(FOMC)', 'Federal Funds Rate']"
"Well, you’ve talked about the desire to have confidence that inflation is continually moving down.","(('Inflation', -0.057),)",FOMCpresconf20240320.pdf,['Inflation'],"['Price Stability', 'Uncertain', 'Inflation', 'Transitory', 'Monetary Policy']"
"Participants also discussed re- ports of shortages in materials, key intermediate inputs, and labor as well as bottlenecks in shipping.","(('Supply Chain',-0.99),('Labor Market',-0.33))",fomcminutes20210317.pdf,"['Supply Chain', 'Labor Market']",['Demand']
"Following the discussion, the Chair noted the potential for downward pressure on money market rates and sug- gested that, should undue downward pressure on over- night rates emerge, it might be appropriate to implement adjustments to administered rates at upcoming meetings or even between meetings to support effective policy im- plementation and ensure that the federal funds rate re- mains well within the target range.","(( 'Money Market',-0.66),('Overnight Rate',-0.66),('Monetary Policy',0.66),('Federal Funds Rate',0.66))",fomcminutes20210317.pdf,"['Money Market', 'Overnight Rate', 'Monetary Policy', 'Federal Funds Rate']","['Federal Funds Rate', 'Federal Funds Target', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Monetary Policy', 'domestic policy directive']"
"The $30 billion limit had been established a number of years ago, and the amount of credit intermediated through money markets had grown substantially since then.","(('Money Market',0.66)",fomcminutes20210317.pdf,[],"['Credit', 'Money Market']"
The Committee (more) -2- would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals.,"(('Federal Reserve', 0.848), ('Monetary Policy', 0.824),)",ARP_07.2023.pdf,"['Federal Reserve', 'Monetary Policy']","['Powell', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'domestic policy directive', 'Federal Funds Target']"
JENNIFER SCHONBERGER.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],[]
Inflation continues to run below 2 per- cent.,"(('Inflation',-0.66))",fomcminutes20210317.pdf,[],"['Inflation', 'Price Stability', 'maximum employment', 'Monetary Policy', 'Personal Consumption Expenditures (PCE)']"
"In recent months, there has been some further progress toward the Committee’s 2 percent inflation objective.","(('Federal Reserve', -0.867), ('Inflation', -0.561),)",monetary20240731a1.pdf,"['Federal Reserve', 'Inflation']","['Inflation', 'Price Stability']"
"Jeanna Smialek, the New York Times.","(('', ''),)",FOMCpresconf20240320.pdf,[''],[]
"You know, we saw—that’s been a question for a while.","(('', ''),)",FOMCpresconf20240320.pdf,[''],[]
"The longer-run projections represented each participant’s assessment of the rate to which each variable would be expected to converge, over time, un- der appropriate monetary policy and in the absence of further shocks to the economy.","(('Expectation',0),('Monetary Policy',0.2),('Risk',0))",fomcminutes20210317.pdf,"['Expectation', 'Monetary Policy', 'Risk']","['Economic outlook', 'Monetary Policy', 'domestic policy directive']"
(more) -2-,"(('', ''),)",monetary20250507a1.pdf,[''],[]
Page 20 of 24 balance sheet constant and allow nonreserve liabilities to expand.,"(('Balance Sheet', 0),)",FOMCpresconf20240320.pdf,['Balance Sheet'],"['Balance Sheet', 'Balance', 'Maturity', 'Asset Runoff']"
Several par- ticipants judged that the support provided by the ARP could improve the financial positions of small firms that had been adversely affected by the pandemic.,"(('Fiscal Policy',0.8),('Pandemic',0))",fomcminutes20210317.pdf,"['Fiscal Policy', 'Pandemic']",[]
"Following the transitory increase this year, inflation was projected to run a bit below 2 percent next year and then to reach 2 percent by 2023, reflecting tight resource utilization in product and labor markets.","(('Inflation',0.66),('Labor Market',0.66),('Expectation',0.66),('Price Stability',0.2))",fomcminutes20210317.pdf,"['Inflation', 'Labor Market', 'Expectation', 'Price Stability']","['Inflation', 'Transitory', 'Price Stability', 'maximum employment']"
o Conduct overnight reverse repurchase agreement operations at an offering rate of 0.00 percent and with a per-counterparty limit of $30 billion per day; the per-counterparty limit can be temporarily increased at the discretion of the Chair.,"(('Interest Rates', 0.0), ('Monetary Policy', 0.0))",ARP_04.2020.pdf,"['Interest Rates', 'Monetary Policy']","['repurchase agreement', 'Overnight Rate', 'Repurchase Agreement (repo) Rates']"
"Goods imports in January were much higher than a year earlier, with continued gains in most categories.","(('Trade',0.8),('Demand',0.33),('Growth',0.66),('Economy',0.33))",fomcminutes20210317.pdf,"['Trade', 'Demand', 'Growth', 'Economy']",['Trade']
Weaker demand and significantly lower oil prices are holding down consumer price inflation.,"(('Economy', -0.33), ('Demand', -0.66), ('Energy Prices', -0.33), ('Consumer Price Inflation', -0.66))",ARP_04.2020.pdf,"['Economy', 'Demand', 'Energy Prices', 'Consumer Price Inflation']","['Price Stability', 'Inflation', 'Energy Prices', 'Demand', 'maximum employment']"
I just think it’s something we need to be—we need to understand.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],[]
But I think there’s tremendous uncertainty around that.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],['Uncertain']
"Consequently, participants judged that the current stance of policy and policy guidance remained appropriate to foster further economic recovery as well as to achieve inflation that av-","(('Monetary Policy',0.99),('Inflation',0.5),('Expectation',0.5),('Growth', 0.5))",fomcminutes20210317.pdf,"['Monetary Policy', 'Inflation', 'Expectation', 'Growth']","['domestic policy directive', 'Price Stability', 'Inflation', 'Monetary Policy', 'Economic outlook']"
