Sentence,Entities,Document_ID,Entity_Texts,SentenceWithContext,matched_entities
"But given that you said that PCE for February, 2.8 percent the estimate, and that we have been seeing PCE—core PCE coming down by a tenth of a percent every month, I mean, wouldn’t you be at about 2.4 percent this summer, June, July, to a point where you could cut then? CHAIR POWELL.","(('Inflation', -0.33),)",FOMCpresconf20240320.pdf,['Inflation'],"JENNIFER SCHONBERGER. But given that you said that PCE for February, 2.8 percent the estimate, and that we have been seeing PCE—core PCE coming down by a tenth of a percent every month, I mean, wouldn’t you be at about 2.4 percent this summer, June, July, to a point where you could cut then? CHAIR POWELL. Well, we’ll just have to see how the data come in.","['Personal Consumption Expenditures (PCE)', 'Chair', 'Powell']"
So we make decisions meeting by meeting.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],Just give us a sense of your thinking there. So we make decisions meeting by meeting. And we didn’t make any decisions about future meetings today.,[]
"I mean, there’s a long list of things that we’ve done.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"You know, we have an annual supervision report, Financial Stability Report. I mean, there’s a long list of things that we’ve done. I think you—I mean, nothing comes to mind as really desperately in need of doing at this moment.","['Financial Stability', 'Finance', 'Federal Reserve', 'Balance Sheet', 'Board']"
"After the transitory effects of these factors fade, however, partici- pants generally anticipated that annual inflation readings would edge down next year.","(('Inflation',-0.2),('Price Stability',-0.66))",fomcminutes20210317.pdf,"['Inflation', 'Price Stability']","Most par- ticipants also pointed to supply constraints that could contribute to price increases for some goods in coming months as the economy continued to reopen. After the transitory effects of these factors fade, however, partici- pants generally anticipated that annual inflation readings would edge down next year. Subsequently, participants expected that inflation would likely move along a trajec- tory consistent with achieving the Committee’s objec- tives over time, supported by strong aggregate demand, which participants expected would be driven in part by accommodative monetary and fiscal policies.","['Demand', 'Inflation', 'Labor Market', 'Dual Mandate', 'Transitory', 'Inflation', 'Transitory', 'Price Stability', 'Inflation', 'Monetary Policy', 'Personal Consumption Expenditures (PCE)']"
They also show somewhat stronger growth.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"Mr. Chairman, the projections show somewhat higher core inflation. They also show somewhat stronger growth. What should we infer from this notion that, on average, rates were kept the same this year, but inflation is higher and growth is higher.","['maximum employment', 'Powell', 'Inflation', 'Chair', 'Personal Consumption Expenditures (PCE)', 'Cyclically Sensitive Sectors', 'Inflation', 'Price Stability', 'Growth', 'Interest Rates', 'Transitory']"
"They judged that these asset purchases would help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses.","(('Securities',0),('Market Liquidity',0.8))",fomcminutes20210317.pdf,"['Securities', 'Market Liquidity']","In addition, members agreed that it would be appropri- ate for the Federal Reserve to continue to increase its holdings of Treasury securities by at least $80 billion per month and agency mortgage-backed securities by at least $40 billion per month until substantial further progress had been made toward the Committee’s maximum- employment and price-stability goals. They judged that these asset purchases would help foster smooth market functioning and accommodative financial conditions, thereby supporting the flow of credit to households and businesses. Members agreed that, in assessing the appropriate stance of monetary policy, they would continue to monitor the implications of incoming information for the economic outlook and that they would be prepared to adjust the stance of monetary policy as appropriate in the event that risks emerged that could impede the attainment of the Committee’s goals.","['Treasury Securities', 'Federal Open Market Committee(FOMC)', 'Dual Mandate', 'Federal Reserve', 'Interest on Excess Reserves (IOER)', 'Credit', 'Mortgage-Backed Securities', 'Market Liquidity', 'Asset', 'Banking System', 'Monetary Policy', 'domestic policy directive', 'Powell', 'Federal Reserve', 'Economic outlook']"
"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Thomas I. Barkin; Michael S. Barr; Raphael W. Bostic; Michelle W. Bowman; Lisa D. Cook; Mary C. Daly; Philip N. Jefferson; Adriana D. Kugler; and Christopher J. Waller.","(('Monetary Policy', 0),)",monetary20241218a1.pdf,['Monetary Policy'],"The Committee’s assessments will take (more) -2- into account a wide range of information, including readings on labor market conditions, inflation pressures and inflation expectations, and financial and international developments. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Thomas I. Barkin; Michael S. Barr; Raphael W. Bostic; Michelle W. Bowman; Lisa D. Cook; Mary C. Daly; Philip N. Jefferson; Adriana D. Kugler; and Christopher J. Waller. Voting against the action was Beth M. Hammack, who preferred to maintain the target range for the federal funds rate at 4-1/2 to 4-3/4 percent.","['Labor Market', 'Federal Open Market Committee(FOMC)', 'Powell', 'Chair', 'Board', 'domestic policy directive', 'Federal Reserve', 'Federal Funds Target', 'Federal Open Market Committee(FOMC)']"
"o Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons.","((' Reinvestment', 0),)",monetary20231213a1.pdf,[' Reinvestment'],"the amount of principal payments from the Federal Reserve's holdings of agency debt and agency MBS received in each calendar month that exceeds a cap of $35 billion per month. o Allow modest deviations from stated amounts for reinvestments, if needed for operational reasons. o Engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency MBS transactions.""","['Board', 'Debt', 'Federal Reserve', 'SOMA', 'Reserves', 'Reinvestment', 'Market Liquidity', 'Digital Dollar', 'Federal Reserve', 'Treasury Securities', 'Monetary Policy', 'Overnight Reverse Repurchase Agreement (ON RRP)']"
So I think it’s generally broadly helped and made things better.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"And so that channel is full, I would say. So I think it’s generally broadly helped and made things better. But not every day and in every way.",[]
Credit was readily available in the residential mortgage market for high-credit-score borrowers who met stand- ard conforming loan criteria.,"(('Credit', 0.7), ('Finance', 0.6), ('Economy', 0.5), ('Mortgage', 0.7))",fomcminutes20221214.pdf,"['Credit', 'Finance', 'Economy', 'Mortgage']","Credit availability to small businesses ap- peared to have tightened further this fall, with the share of small firms reporting that it was more difficult to ob- tain credit than three months earlier trending up through November. Credit was readily available in the residential mortgage market for high-credit-score borrowers who met stand- ard conforming loan criteria. Credit availability for households with lower credit scores was considerably tighter at levels comparable with what prevailed before the pandemic.","['Credit', 'Mortgage', 'Credit', 'Mortgage-Backed Securities', 'Pandemic']"
"So you need to check yourself on that, and I’ll do that.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"I want to start by being—saying I always try to be careful about dismissing data that we don’t like. So you need to check yourself on that, and I’ll do that. But— so I would say the January number, which was very high—the January CPI and PCE numbers were quite high.",['Personal Consumption Expenditures (PCE)']
"Several participants commented that the medians of participants’ assessments for the appropriate path of the federal funds rate in the Summary of Economic Pro- jections, which tracked notably above market-based Minutes of the Meeting of December 13–14, 2022 Page 9 _____________________________________________________________________________________________ measures of policy rate expectations, underscored the Committee’s strong commitment to returning inflation to its 2 percent goal.","(('Federal Funds Rate', 0.7), ('Expectation', 0.7), ('Inflation', 0.7), ('Federal Open Market Committee(FOMC)', 0.6))",fomcminutes20221214.pdf,"['Federal Funds Rate', 'Expectation', 'Inflation', 'Federal Open Market Committee(FOMC)']","Participants noted that, be- cause monetary policy worked importantly through fi- nancial markets, an unwarranted easing in financial con- ditions, especially if driven by a misperception by the public of the Committee’s reaction function, would complicate the Committee’s effort to restore price sta- bility. Several participants commented that the medians of participants’ assessments for the appropriate path of the federal funds rate in the Summary of Economic Pro- jections, which tracked notably above market-based Minutes of the Meeting of December 13–14, 2022 Page 9 _____________________________________________________________________________________________ measures of policy rate expectations, underscored the Committee’s strong commitment to returning inflation to its 2 percent goal. Participants discussed a number of risk-management considerations related to the conduct of monetary pol- icy.","['Monetary Policy', 'Federal Open Market Committee(FOMC)', 'SOMA', 'Federal Reserve', 'Powell', 'Federal Funds Target', 'Federal Funds Rate', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'Risk', 'Monetary Policy', 'Overnight Reverse Repurchase Agreement (ON RRP)']"
"In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans.","(('Federal Reserve', 0.462),)",ARP_07.2023.pdf,['Federal Reserve'],"In determining the extent of additional policy firming that may be appropriate to return inflation to 2 percent over time, the Committee will take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. In addition, the Committee will continue reducing its holdings of Treasury securities and agency debt and agency mortgage-backed securities, as described in its previously announced plans. The Committee is strongly committed to returning inflation to its 2 percent objective.","['Monetary Policy', 'domestic policy directive', 'Inflation', 'Price Stability', 'SOMA', 'Mortgage-Backed Securities', 'Federal Open Market Committee(FOMC)', 'Treasury Securities', 'Board', 'Securities', 'Federal Open Market Committee(FOMC)', 'Price Stability', 'Inflation', 'Dual Mandate']"
The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals.,"(('Federal Reserve', 0.877), ('Monetary Policy', 0.814),)",monetary20211103a1.pdf,"['Federal Reserve', 'Monetary Policy']","In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook. The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee’s goals. The Committee’s assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments.","['Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Federal Open Market Committee(FOMC)', 'Monetary Policy', 'domestic policy directive', 'Federal Open Market Committee(FOMC)', 'Powell', 'Risk', 'Federal Open Market Committee(FOMC)']"
"With inflation staying persistently above the Commit- tee’s 2 percent goal and the labor market remaining very tight, all participants had raised their assessment of the appropriate path of the federal funds rate relative to their assessment at the time of the September meeting.","(('Inflation', -0.8), ('Labor Market', 0.4), ('Federal Funds Rate', 0.7), ('Expectation', 0.6))",fomcminutes20221214.pdf,"['Inflation', 'Labor Market', 'Federal Funds Rate', 'Expectation']","In determining the pace of future increases in the target range, participants judged that it would be appropriate to take into account the cumulative tightening of monetary policy, the lags with which monetary policy affects economic activity and inflation, and economic and financial developments. With inflation staying persistently above the Commit- tee’s 2 percent goal and the labor market remaining very tight, all participants had raised their assessment of the appropriate path of the federal funds rate relative to their assessment at the time of the September meeting. No participants anticipated that it would be appropriate to begin reducing the federal funds rate target in 2023.","['Monetary Policy', 'domestic policy directive', 'Transitory', 'Price Stability', 'Economic outlook', 'Federal Funds Target', 'Federal Funds Rate', 'Monetary Policy', 'Federal Open Market Committee(FOMC)', 'domestic policy directive', 'Federal Funds Target']"
"Credit continued to be generally available to businesses and households, but high borrowing costs appeared to weigh on financing volumes in many markets.","(('Interest Rates', -0.63), ('Economy', -0.62), ('Financial Markets', -0.60))",fomcminutes20221214.pdf,"['Interest Rates', 'Economy', 'Financial Markets']","Interest rates on auto loans also rose steadily through November. Credit continued to be generally available to businesses and households, but high borrowing costs appeared to weigh on financing volumes in many markets. Issuance of investment-grade corporate bonds rebounded somewhat in late October and November from earlier sub- dued levels, while speculative-grade issuance remained soft.","['Overnight Rate', 'Interest Rates', 'Federal Funds Rate', 'Repurchase Agreement (repo) Rates', 'Credit', 'Debt', 'Money Market', 'Finance', 'Mortgage-Backed Securities', 'Bond Market', 'Reinvestment', 'Treasury Securities', 'Term Premium']"
"In their discussion of monetary policy for this meeting, members agreed that recent indicators pointed to mod- est growth in spending and production.","(('Monetary Policy', 0.351), ('Growth', 0.351),)",fomcminutes20221214.pdf,"['Monetary Policy', 'Growth']","Committee Policy Action In their discussion of monetary policy for this meeting, members agreed that recent indicators pointed to mod- est growth in spending and production. Members also concurred thasupply and demandt job gains had been robust in recent months, and the unemployment rate had remained low.","['domestic policy directive', 'Monetary Policy', 'Fiscal Policy', 'Personal Consumption Expenditures (PCE)', 'Powell', 'Unemployment', 'maximum employment']"
o Reinvest into agency mortgage-backed securities (MBS),"(('', ''),)",ARP_07.2023.pdf,[''],Redeem Treasury coupon securities up to this monthly cap and Treasury bills to the extent that coupon principal payments are less than the monthly cap. o Reinvest into agency mortgage-backed securities (MBS) the amount of principal payments from the Federal Reserve's holdings of agency debt and agency MBS received in each calendar month that exceeds a cap of $35 billion per month.,"['Treasury Securities', 'Repurchase Agreement (repo) Rates', 'Bond Market', 'Repo Markets', 'Mortgage-Backed Securities', 'Reinvestment', 'Treasury Securities', 'Securities', 'Mortgage']"
"So you can have that if you have a continued supply-side activity that we had last year with—both with supply chains and also with, with growth in the size of the labor force.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"In fact, they were decreasing. So you can have that if you have a continued supply-side activity that we had last year with—both with supply chains and also with, with growth in the size of the labor force. But—so strong hiring in and of itself would not be a reason to hold off on rate cuts?","['Cyclically Sensitive Sectors', 'Labor Market', 'maximum employment', 'HIRE', 'maximum employment']"
o Increase holdings of Treasury securities and agency MBS by additional amounts as needed to sustain smooth functioning of markets for these securities.,"(('', ''),)",monetary20211103a1.pdf,[''],"Increase the SOMA holdings of Treasury securities by $60 billion and of agency MBS by $30 billion, during the monthly purchase period beginning in mid-December. o Increase holdings of Treasury securities and agency MBS by additional amounts as needed to sustain smooth functioning of markets for these securities. Conduct overnight repurchase agreement operations with a minimum bid rate of 0.25 percent and with an aggregate operation limit of $500 billion; the aggregate operation limit can be temporarily increased at the discretion of the Chair.","['SOMA', 'Treasury Securities', 'Treasury Securities', 'Securities', 'Financial Markets', 'Security holdings', 'Reinvestment', 'repurchase agreement', 'Overnight Rate', 'Repurchase Agreement (repo) Rates', 'Repo Markets']"
Page 2 Federal Open Market Committee _____________________________________________________________________________________________,"(('Federal Open Market Committee (FOMC)', 0.0))",fomcminutes20221214.pdf,[],"Ann E. Misback, Secretary, Office of the Secretary, Board Raven Molloy, Deputy Associate Director, Division of Research and Statistics, Board Norman J. Morin, Deputy Associate Director, Division of Research and Statistics, Board Michelle M. Neal, Head of Markets, Federal Reserve Bank of New York Giovanni Nicolò, Senior Economist, Division of Monetary Affairs, Board Anna Nordstrom, Capital Markets Trading Head, Federal Reserve Bank of New York Marcelo Ochoa,3 Principal Economist, Division of Monetary Affairs, Board Giovanni Olivei, Senior Vice President, Federal Reserve Bank of Boston Anna Paulson, Executive Vice President, Federal Reserve Bank of Chicago Andrea Raffo, Senior Vice President, Federal Reserve Bank of Minneapolis Linda Robertson, Assistant to the Board, Division of Board Members, Board Achilles Sangster II, Senior Information Manager, Division of Monetary Affairs, Board Anthony Sarver, Senior Financial Institution and Policy Analyst, Division of Monetary Affairs, Board John W. Schindler,4 Senior Associate Director, Division of Financial Stability, Board Samuel Schulhofer-Wohl, Senior Vice President, Federal Reserve Bank of Dallas Seth Searls,2 Policy and Market Monitoring Associate Director, Federal Reserve Bank of New York Nitish Ranjan Sinha, Special Adviser to the Board, Division of Board Members, Board Clara Vega, Special Adviser to the Board, Division of Board Members, Board Annette Vissing-Jørgensen, Senior Adviser, Division of Monetary Affairs, Board 4 Attended opening remarks for Tuesday’s session only. Page 2 Federal Open Market Committee _____________________________________________________________________________________________ Jeffrey D. Walker,2 Associate Director, Division of Reserve Bank Operations and Payment Systems, Board Min Wei, Senior Associate Director, Division of Monetary Affairs, Board Paul R. Wood, Special Adviser to the Board, Division of Board Members, Board Rebecca Zarutskie, Special Adviser to the Board, Division of Board Members, Board Selection of Committee Officer By unanimous vote, the Committee selected Richard Ostrander to serve as deputy general counsel, effective December 13, 2022, until the first regularly scheduled meeting of the Committee in 2023.","['Powell', 'Chair', 'Board', 'Federal Reserve', 'Interest on Excess Reserves (IOER)', 'Powell', 'Chair', 'Board', 'Federal Reserve', 'SOMA', 'Federal Open Market Committee(FOMC)', 'Federal Funds Target', 'Board', 'Chair', 'Powell', 'Board']"
The war and related events were contributing to upward pressure on inflation and were weighing on global economic activity.,"(('War', -0.9), ('Inflation', -0.8), ('Economy', -0.7), ('Risk', -0.7))",fomcminutes20221214.pdf,"['War', 'Inflation', 'Economy', 'Risk']","Participants recognized that Russia’s war against Ukraine was causing tremendous human and economic hardship. The war and related events were contributing to upward pressure on inflation and were weighing on global economic activity. Against this background, participants continued to be highly attentive to inflation risks.","['War', 'Inflation', 'War', 'Price Stability', 'Transitory', 'Inflation', 'Price Stability', 'Transitory', 'Personal Consumption Expenditures (PCE)', 'Risk']"
"Construction permits for single-family homes moved down, on net, over January and February, point-","(('Economy',-0.2),('Growth',-0.33))",fomcminutes20210317.pdf,"['Economy', 'Growth']","Starts of multifamily units also fell in February but by less than the strong increase seen in January. Construction permits for single-family homes moved down, on net, over January and February, point- ing to some slowing in construction in coming months.",['Cyclically Sensitive Sectors']
"Improved U.S. economic growth prospects and opti- mism about the eventual lifting of social-distancing and related restrictions globally were major drivers of asset prices abroad, spurring sizable increases in sovereign Page 6 Federal Open Market Committee _____________________________________________________________________________________________ yields in advanced foreign economies.","(('Growth',0.8),('Expectation',0.33),('Yields',0.99),('Countries',0))",fomcminutes20210317.pdf,"['Growth', 'Expectation', 'Yields', 'Countries']","Amid stable market conditions, there was no take-up in the Money Market Mutual Fund Liquidity Fa- cility or the Commercial Paper Funding Facility. Improved U.S. economic growth prospects and opti- mism about the eventual lifting of social-distancing and related restrictions globally were major drivers of asset prices abroad, spurring sizable increases in sovereign Page 6 Federal Open Market Committee _____________________________________________________________________________________________ yields in advanced foreign economies. In response to rising yields, the Reserve Bank of Australia increased its bond purchases, and the European Central Bank indi- cated it would increase the pace of its bond purchases going forward.","['Market Liquidity', 'Money Market', 'Asset Runoff', 'Yields', 'Development', 'Countries', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Federal Funds Rate', 'Interest on Excess Reserves (IOER)', 'Bond Market', 'Interest Rates']"
Brendan Pedersen with Punchbowl News.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"So I think, generally speaking, it does go in the direction of saying, yes, it’s appropriate for us to be careful as we approach this question. Brendan Pedersen with Punchbowl News. I wanted to ask you about central bank digital currency stuff.","['Digital Dollar', 'Federal Reserve', 'Monetary Policy', 'Foreign Currencies', 'domestic policy directive']"
o Roll over at auction the amount of principal payments from the Federal Reserve's holdings of Treasury securities maturing in each calendar month that exceeds a cap of $25 billion per month.,"(('Federal Reserve', 0),('Treasury Securities',0),('Holdings',0))",monetary20241218a1.pdf,"['Federal Reserve', 'Treasury Securities', 'Holdings']",Setting this rate at the bottom of the target range for the federal funds rate is intended to support effective monetary policy implementation and the smooth functioning of short-term funding markets. o Roll over at auction the amount of principal payments from the Federal Reserve's holdings of Treasury securities maturing in each calendar month that exceeds a cap of $25 billion per month. Redeem Treasury coupon securities up to this monthly cap and Treasury bills to the extent that coupon principal payments are less than the monthly cap.,"['Federal Funds Target', 'Federal Funds Rate', 'Monetary Policy', 'domestic policy directive', 'Federal Reserve', 'Treasury Securities', 'auction', 'Treasury Securities', 'Repurchase Agreement (repo) Rates', 'Bond Market', 'Repo Markets']"
"And so that channel is full, I would say.","(('', ''),)",FOMCpresconf20240320.pdf,[''],"We have no shortage of FOMC participants speaking to the public through the media. And so that channel is full, I would say. So I think it’s generally broadly helped and made things better.",['Federal Open Market Committee(FOMC)']
"For 2023 as a whole, GDP expanded 3.1 percent, bolstered by strong consumer demand as well as improving supply conditions.","(('GDP', -0.929),)",FOMCpresconf20240320.pdf,['GDP'],"GDP growth in the fourth quarter of last year came in at 3.2 percent. For 2023 as a whole, GDP expanded 3.1 percent, bolstered by strong consumer demand as well as improving supply conditions. Activity in the housing sector was subdued over the past year, largely reflecting high mortgage rates.","['Growth', 'GDP', 'Growth', 'GDP', 'Inflation', 'Economic outlook', 'Mortgage', 'Cyclically Sensitive Sectors']"
"While delinquency rates on credit cards remained low relative to their historical range, those on auto loans surpassed their pre-pandemic peak.","(('Credit', -0.5), ('Finance', -0.5), ('Economy', -0.4), ('Debt', -0.5), ('Pandemic', -0.3))",fomcminutes20221214.pdf,"['Credit', 'Finance', 'Economy', 'Debt', 'Pandemic']","In contrast, delinquency rates for credit cards and auto loans continued to rise over the third quarter. While delinquency rates on credit cards remained low relative to their historical range, those on auto loans surpassed their pre-pandemic peak. Staff Economic Outlook The forecast for U.S. economic activity prepared by the staff for the December FOMC meeting was not as weak as the November projection.","['Repurchase Agreement (repo) Rates', 'Economic outlook', 'Employment']"
We’re not trying for that.,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"And then that ultimately brings you, ideally, in for—brings it into a nice, easy landing at a level that is above—you know, above what we think the lowest possible ample number would be. We’re not trying for that. We want to have a cushion, a buffer, because we know that demand for reserves can be very volatile.","['Reserves', 'Dual Mandate', 'Demand']"
(more) -2-,"(('', ''),)",monetary20231213a1.pdf,[''],"The Committee is strongly committed to returning inflation to its 2 percent objective. (more) -2- In assessing the appropriate stance of monetary policy, the Committee will continue to monitor the implications of incoming information for the economic outlook.","['Federal Open Market Committee(FOMC)', 'Price Stability', 'Inflation', 'Dual Mandate', 'Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Federal Open Market Committee(FOMC)']"
"Notation Vote By notation vote completed on November 22, 2022, the Committee unanimously approved the minutes of the Committee meeting held on November 1–2, 2022. _______________________","(('Federal Reserve', 0.681),)",fomcminutes20221214.pdf,['Federal Reserve'],"The meeting adjourned at 10:35 a.m. on December 14, 2022. Notation Vote By notation vote completed on November 22, 2022, the Committee unanimously approved the minutes of the Committee meeting held on November 1–2, 2022. _______________________ James A. Clouse Secretary Page 12 Federal Open Market Committee _____________________________________________________________________________________________","['Federal Open Market Committee(FOMC)', 'Chair', 'Powell']"
"In their discussion following the Desk briefings, partici- pants noted that the ON RRP facility had been very ef- fective in establishing a firm floor for the federal funds rate and supporting monetary policy implementation.","(('Repurchase Agreement (ON RRP)',0.8),( 'Monetary Policy',0.66),('Federal Funds Rate',0.66))",fomcminutes20210317.pdf,"['Repurchase Agreement (ON RRP)', 'Monetary Policy', 'Federal Funds Rate']","Finally, in light of more normal con- ditions in agency commercial mortgage-backed securi- ties (CMBS) markets, the Desk planned to conduct agency CMBS operations as needed to sustain smooth market functioning but would cease regularly scheduled CMBS operations. In their discussion following the Desk briefings, partici- pants noted that the ON RRP facility had been very ef- fective in establishing a firm floor for the federal funds rate and supporting monetary policy implementation. Participants commented that the facility would continue to be an important part of the monetary policy imple- mentation framework going forward, particularly in Minutes of the Meeting of March 16–17, 2021 Page 3 _____________________________________________________________________________________________ coming months with reserve levels projected to rise rap- idly.","['Treasury Securities', 'Mortgage-Backed Securities', 'Securities', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Federal Funds Target', 'domestic policy directive', 'Monetary Policy', 'Overnight Reverse Repurchase Agreement (ON RRP)', 'Powell', 'Federal Funds Target']"
"Voting for this action: Jerome H. Powell, John C. Williams, Thomas I. Barkin, Raphael W. Bostic, Michelle W. Bowman, Lael Brainard, Richard H. Clarida, Mary C. Daly, Charles L. Evans, Randal K. Quarles, and Christopher J. Waller.","(('', ''),)",fomcminutes20210317.pdf,[''],"The Committee’s assessments will take into account a wide range of information, in- cluding readings on public health, labor market conditions, inflation pressures and inflation ex- pectations, and financial and international de- velopments.” Voting for this action: Jerome H. Powell, John C. Williams, Thomas I. Barkin, Raphael W. Bostic, Michelle W. Bowman, Lael Brainard, Richard H. Clarida, Mary C. Daly, Charles L. Evans, Randal K. Quarles, and Christopher J. Waller. Voting against this action: None.","['Federal Open Market Committee(FOMC)', 'Personal Consumption Expenditures (PCE)', 'Inflation', 'domestic policy directive', 'Fiscal Policy', 'Powell', 'Chair']"
All members affirmed that the Committee is strongly committed to returning inflation to its 2 percent objective.,"(('Inflation', -0.498),)",fomcminutes20221214.pdf,['Inflation'],"In addition, members agreed that they would continue reducing the Federal Reserve’s holdings of Treasury securities and agency debt and agency mort- gage-backed securities, as described in the Plans for Re- ducing the Size of the Federal Reserve's Balance Sheet that were issued in May. All members affirmed that the Committee is strongly committed to returning inflation to its 2 percent objective. Members agreed that, in assessing the appropriate stance of monetary policy, they would continue to monitor the implications of incoming information for the economic outlook.","['Federal Reserve', 'Treasury Securities', 'Board', 'Asset Runoff', 'Reserves', 'Federal Open Market Committee(FOMC)', 'Dual Mandate', 'Monetary Policy', 'Economic outlook', 'domestic policy directive', 'Powell', 'Expectation']"
"Nominal goods exports in January nearly recovered to their level from a year earlier, with particular strength in exports of capital goods and industrial supplies.","(('Trade',0.5),('Growth',0.33),('Economy',0.33),('Pandemic',0))",fomcminutes20210317.pdf,"['Trade', 'Growth', 'Economy', 'Pandemic']","Goods imports in January were much higher than a year earlier, with continued gains in most categories. Nominal goods exports in January nearly recovered to their level from a year earlier, with particular strength in exports of capital goods and industrial supplies. Services imports and ex- ports remained depressed, weighed down by the contin- ued suspension of most international travel.","['Trade', 'GDP', 'Trade']"
"Minutes of the Federal Open Market Committee December 13–14, 2022 A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve Sys- tem was held in the offices of the Board of Governors on Tuesday, December 13, 2022, at 10:00 a.m. and con- tinued on Wednesday, December 14, 2022, at 9:00 a.m.1 Attendance Jerome H. Powell, Chair John C. Williams, Vice Chair Michael S. Barr Michelle W. Bowman Lael Brainard James Bullard Susan M. Collins Lisa D. Cook Esther L. George Philip N. Jefferson Loretta J. Mester Christopher J. Waller Charles L. Evans, Patrick Harker, Neel Kashkari, Lorie K. Logan, and Helen E. Mucciolo, Alternate Members of the Committee Thomas I. Barkin, Raphael W. Bostic, and Mary C. Daly, Presidents of the Federal Reserve Banks of Richmond, Atlanta, and San Francisco, respectively James A. Clouse, Secretary Matthew M. Luecke, Deputy Secretary Brian J. Bonis, Assistant Secretary Michelle A. Smith, Assistant Secretary Mark E. Van Der Weide, General Counsel Richard Ostrander, Deputy General Counsel Trevor A. Reeve, Economist Stacey Tevlin, Economist Beth Anne Wilson, Economist Shaghil Ahmed, Carlos Garriga, Joseph W. Gruber, and William Wascher, Associate Economists Patricia Zobel, Manager pro tem, System Open Market Account Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board 1","(('Federal Open Market Committee (FOMC)', 0.0))",fomcminutes20221214.pdf,[],"More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York’s website. Minutes of the Federal Open Market Committee December 13–14, 2022 A joint meeting of the Federal Open Market Committee and the Board of Governors of the Federal Reserve Sys- tem was held in the offices of the Board of Governors on Tuesday, December 13, 2022, at 10:00 a.m. and con- tinued on Wednesday, December 14, 2022, at 9:00 a.m.1 Attendance Jerome H. Powell, Chair John C. Williams, Vice Chair Michael S. Barr Michelle W. Bowman Lael Brainard James Bullard Susan M. Collins Lisa D. Cook Esther L. George Philip N. Jefferson Loretta J. Mester Christopher J. Waller Charles L. Evans, Patrick Harker, Neel Kashkari, Lorie K. Logan, and Helen E. Mucciolo, Alternate Members of the Committee Thomas I. Barkin, Raphael W. Bostic, and Mary C. Daly, Presidents of the Federal Reserve Banks of Richmond, Atlanta, and San Francisco, respectively James A. Clouse, Secretary Matthew M. Luecke, Deputy Secretary Brian J. Bonis, Assistant Secretary Michelle A. Smith, Assistant Secretary Mark E. Van Der Weide, General Counsel Richard Ostrander, Deputy General Counsel Trevor A. Reeve, Economist Stacey Tevlin, Economist Beth Anne Wilson, Economist Shaghil Ahmed, Carlos Garriga, Joseph W. Gruber, and William Wascher, Associate Economists Patricia Zobel, Manager pro tem, System Open Market Account Jose Acosta, Senior Communications Analyst, Division of Information Technology, Board 1 The Federal Open Market Committee is referenced as the “FOMC” and the “Committee” in these minutes; the Board of Governors of the Federal Reserve System is referenced as the “Board” in these minutes.","['Federal Open Market Committee(FOMC)', 'Federal Reserve', 'Equity Markets', 'Financial Markets', 'Reinvestment', 'Chair', 'Federal Open Market Committee(FOMC)', 'Board', 'Powell', 'Federal Reserve', 'Chair', 'Powell', 'Federal Open Market Committee(FOMC)', 'Board', 'Chair', 'Powell', 'Federal Reserve']"
Are you still optimistic that you’ll get the confidence you need this year?,"(('', ''),)",FOMCpresconf20240320.pdf,[''],"So I think that—sorry, say your last part of your question again. Are you still optimistic that you’ll get the confidence you need this year? I, you know, I think, if you look at the SEP, what it says is that it is still likely in most people’s view that we will achieve that confidence and that there will be rate cuts.",[]
